nroErrores;Error;GÉNERO;AÑO;GRADO;GRUPO;FECHA DE NACIMIENTO;EDAD;NIVEL;CATEGORÍA;UNIDAD ACADÉMICA;SEDE;PROGRAMA EDUCATIVO;NACIONALIDAD;ESTADO DE NACIMIENTO;LENGUA INDÍGENA;Núm. ALUMNOS
964;Error en formato de fecha;H;2020           ;17             ;               ;1985/11/27;35             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;JALISCO        ;             ;1              
965;Error en formato de fecha;H;2020           ;17             ;               ;1988/02/10;32             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;CUBANA  ;EXTRANJERO     ;             ;1              
966;Error en formato de fecha;H;2020           ;17             ;               ;1988/02/15;32             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;VERACRUZ       ;             ;1              
967;Error en formato de fecha;H;2020           ;17             ;               ;1976/07/16;44             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;DURANGO        ;             ;1              
968;Error en formato de fecha;H;2020           ;17             ;               ;1990/03/02;30             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;DURANGO        ;             ;1              
969;Error en formato de fecha;M;2020           ;18             ;               ;1979/08/30;41             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;PUEBLA         ;             ;1              
970;Error en formato de fecha;H;2020           ;18             ;               ;1968/03/03;52             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;GUERRERO       ;             ;1              
971;Error en formato de fecha;M;2020           ;18             ;               ;1987/11/25;33             ;DOCTORADO   ;COMPLETO      ;UNIDAD REGIONAL UNIVERSITA;URUZA   ;DOCTORADO EN RECURSOS;MEXICANA;DURANGO        ;             ;1              
972;Error en formato de fecha;H;2020           ;18             ;               ;1972/05/05;48             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;ITALIANA;EXTRANJERO     ;             ;1              
973;Error en formato de fecha;M;2020           ;18             ;               ;1974/11/20;46             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;             ;1              
974;Error en formato de fecha;M;2020           ;18             ;               ;1988/04/15;32             ;DOCTORADO   ;COMPLETO      ;UNIDAD REGIONAL UNIVERSITA;URUZA   ;DOCTORADO EN RECURSOS;MEXICANA;SAN LUIS POTOSÍ;             ;1              
975;Error en formato de fecha;M;2020           ;18             ;               ;1984/04/13;36             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CDMX           ;             ;1              
976;Error en formato de fecha;M;2020           ;18             ;               ;1990/07/02;30             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;             ;1              
977;Error en formato de fecha;M;2020           ;18             ;               ;1979/03/07;41             ;DOCTORADO   ;COMPLETO      ;DEIS EN ZOOTECNIA         ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;OAXACA         ;             ;1              
978;Error en formato de fecha;M;2020           ;18             ;               ;1961/11/29;59             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;CUBANA  ;EXTRANJERO     ;             ;1              
979;Error en formato de fecha;M;2020           ;18             ;               ;1988/11/19;32             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;VERACRUZ       ;             ;1              
980;Error en formato de fecha;H;2020           ;18             ;               ;1975/10/08;45             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;OAXACA         ;             ;1              
981;Error en formato de fecha;M;2020           ;18             ;               ;1973/03/04;47             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;             ;1              
982;Error en formato de fecha;H;2020           ;18             ;               ;1986/07/01;34             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CDMX           ;             ;1              
983;Error en formato de fecha;M;2020           ;18             ;               ;1989/08/01;31             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;             ;1              
984;Error en formato de fecha;M;2020           ;18             ;               ;1966/02/09;54             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CDMX           ;             ;1              
985;Error en formato de fecha;M;2020           ;18             ;               ;1990/02/16;30             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;HIDALGO        ;             ;1              
986;Error en formato de fecha;M;2020           ;18             ;               ;1989/09/17;31             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;TABASCO        ;             ;1              
987;Error en formato de fecha;M;2020           ;18             ;               ;1991/11/07;29             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;VERACRUZ       ;             ;1              
988;Error en formato de fecha;M;2020           ;18             ;               ;1989/11/16;31             ;DOCTORADO   ;COMPLETO      ;CIESTAAM                  ;CHAPINGO;DOCTORADO EN PROBLEMA;MEXICANA;HIDALGO        ;             ;1              
989;Error en formato de fecha;H;2020           ;18             ;               ;1972/03/16;48             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;VERACRUZ       ;             ;1              
990;Error en formato de fecha;M;2020           ;18             ;               ;1989/03/20;31             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;HIDALGO        ;             ;1              
991;Error en formato de fecha;H;2020           ;18             ;               ;1982/09/11;38             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CDMX           ;             ;1              
992;Error en formato de fecha;H;2020           ;18             ;               ;1989/10/09;31             ;DOCTORADO   ;COMPLETO      ;DEIS EN ZOOTECNIA         ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;             ;1              
993;Error en formato de fecha;M;2020           ;18             ;               ;1982/06/16;38             ;DOCTORADO   ;COMPLETO      ;DEIS EN ZOOTECNIA         ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;             ;1              
994;Error en formato de fecha;H;2020           ;18             ;               ;1988/02/10;32             ;DOCTORADO   ;COMPLETO      ;UNIDAD REGIONAL UNIVERSITA;URUZA   ;DOCTORADO EN RECURSOS;MEXICANA;DURANGO        ;             ;1              
995;Error en formato de fecha;H;2020           ;18             ;               ;1975/08/15;45             ;DOCTORADO   ;COMPLETO      ;DEIS EN ZOOTECNIA         ;CHAPINGO;DOCTORADO EN CIENCIAS;CUBANA  ;EXTRANJERO     ;             ;1              
996;Error en formato de fecha;H;2020           ;18             ;               ;1983/07/07;37             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;             ;1              
997;Error en formato de fecha;H;2020           ;18             ;               ;1979/12/15;40             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;             ;1              
998;Error en formato de fecha;M;2020           ;18             ;               ;1978/03/18;42             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;GUANAJUATO     ;             ;1              
999;Error en formato de fecha;M;2020           ;18             ;               ;1969/12/02;50             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CDMX           ;             ;1              
1000;Error en formato de fecha;M;2020           ;18             ;               ;1985/01/21;35             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;GUERRERO       ;             ;1              
1001;Error en formato de fecha;H;2020           ;18             ;               ;1982/04/20;38             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CDMX           ;             ;1              
1002;Valores repetidos;H;2020           ;1              ;17             ;17/06/2005;15             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MICHOACÁN      ;             ;1              
1003;Valores repetidos;H;2020           ;1              ;3              ;14/09/2004;16             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;HIDALGO        ;NÁHUATL      ;1              
1004;Valores repetidos;M;2020           ;1              ;10             ;29/12/2005;14             ;PREPARATORIA;EXTERNO       ;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
1005;Valores repetidos;M;2020           ;1              ;20             ;17/09/2005;15             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;MIXTECO      ;1              
1006;Valores repetidos;H;2020           ;4              ;2              ;06/02/2002;18             ;LICENCIATURA;BECADO INTERNO;DIVISIÓN DE CIENCIAS FORES;CHAPINGO;INGENIERO FORESTAL   ;MEXICANA;OAXACA         ;             ;1              
1007;Valores repetidos;H;2021           ;1              ;12             ;08/03/2005;16             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
1008;Valores repetidos;H;2021           ;3              ;8              ;18/04/2004;17             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;HIDALGO        ;             ;1              
1009;Valores repetidos;H;2021           ;3              ;10             ;06/08/2003;18             ;PREPARATORIA;EXTERNO       ;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
1010;Valores repetidos;H;2021           ;4              ;5              ;14/05/2003;18             ;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA MECÁNIC;CHAPINGO;INGENIERÍA MECATRÓNIC;MEXICANA;MÉXICO         ;             ;1              
1011;Valores repetidos;H;2021           ;5              ;1              ;17/12/2000;20             ;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA         ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;VERACRUZ       ;             ;1              
1012;Valores repetidos;H;2021           ;5              ;1              ;19/12/2000;20             ;LICENCIATURA;BECADO INTERNO;DEIS EN SUELOS            ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;SAN LUIS POTOSÍ;NÁHUATL      ;1              
1013;Valores repetidos;H;2021           ;5              ;1              ;02/10/2002;18             ;LICENCIATURA;EXTERNO       ;DEIS EN IRRIGACIÓN        ;CHAPINGO;INGENIERO EN IRRIGACI;MEXICANA;MÉXICO         ;             ;1              
1014;Valores repetidos;H;2021           ;5              ;2              ;06/02/2002;19             ;LICENCIATURA;BECADO INTERNO;DIVISIÓN DE CIENCIAS FORES;CHAPINGO;INGENIERO FORESTAL   ;MEXICANA;OAXACA         ;             ;1              
1015;Valores repetidos;H;2021           ;5              ;3              ;06/01/2001;20             ;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA AGROIND;CHAPINGO;INGENIERÍA AGROINDUST;MEXICANA;PUEBLA         ;             ;1              
1016;Valores repetidos;H;2021           ;5              ;4              ;06/11/2001;19             ;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA         ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;OAXACA         ;             ;1              
1017;Valores repetidos;H;2021           ;5              ;5              ;28/08/2002;19             ;LICENCIATURA;BECADO INTERNO;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;INGENIERÍA EN ECONOMÍ;MEXICANA;PUEBLA         ;             ;1              
1018;Valores repetidos;H;2021           ;6              ;1              ;27/01/2000;21             ;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA         ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;MÉXICO         ;             ;1              
1019;Valores repetidos;H;2021           ;6              ;1              ;10/07/2000;21             ;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA AGROIND;CHAPINGO;INGENIERÍA AGROINDUST;MEXICANA;MÉXICO         ;             ;1              
1020;Valores repetidos;H;2021           ;6              ;3              ;27/03/1999;22             ;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA        ;CHAPINGO;INGENIERÍA AGRONÓMICA;MEXICANA;GUERRERO       ;TLAPANECO    ;1              
1021;Valores repetidos;H;2021           ;6              ;3              ;04/11/2000;20             ;LICENCIATURA;BECADO INTERNO;DEIS EN INGENIERÍA MECÁNIC;CHAPINGO;INGENIERO MECÁNICO AG;MEXICANA;MÉXICO         ;MAZAHUA      ;1              
1022;Valores repetidos;H;2021           ;7              ;1              ;07/01/1999;22             ;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA        ;CHAPINGO;INGENIERÍA AGRONÓMICA;MEXICANA;OAXACA         ;TRIQUI       ;1              
1023;Valores repetidos;H;2021           ;8              ;12             ;17/01/2002;19             ;PROPEDÉUTICO;EXTERNO       ;DEIS PREPARATORIA AGRÍCOLA;URUZA   ;PROPEDÉUTICO         ;MEXICANA;DURANGO        ;             ;1              
1024;Valores repetidos;M;2021           ;1              ;14             ;18/04/2006;15             ;PREPARATORIA;EXTERNO       ;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
1025;Valores repetidos;M;2021           ;3              ;5              ;15/07/2004;17             ;PREPARATORIA;EXTERNO       ;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
1026;Valores repetidos;M;2021           ;3              ;12             ;26/10/2004;16             ;PREPARATORIA;EXTERNO       ;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
1027;Valores repetidos;M;2021           ;4              ;1              ;16/12/2001;19             ;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA        ;CHAPINGO;INGENIERÍA AGRONÓMICA;MEXICANA;PUEBLA         ;NÁHUATL      ;1              
1028;Valores repetidos;M;2021           ;4              ;4              ;02/11/2003;17             ;LICENCIATURA;BECADO INTERNO;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;TRONCO COMÚN DE DICEA;MEXICANA;OAXACA         ;ZAPOTECO     ;1              
1029;Valores repetidos;M;2021           ;5              ;4              ;13/06/2001;20             ;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA         ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;MÉXICO         ;             ;1              
1030;Valores repetidos;M;2021           ;6              ;3              ;03/07/1999;22             ;LICENCIATURA;EXTERNO       ;DEIS EN ZOOTECNIA         ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;MÉXICO         ;             ;1              
1031;Valores repetidos;M;2021           ;6              ;4              ;19/08/2001;20             ;LICENCIATURA;BECADO INTERNO;DEIS EN PARASITOLOGÍA AGRÍ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;OAXACA         ;             ;1              
1032;Valores repetidos;M;2021           ;6              ;5              ;09/03/2000;21             ;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;INGENIERÍA EN ECONOMÍ;MEXICANA;MÉXICO         ;             ;1              
